CustomerID,Age,Gender,City,TransactionID,TransactionDate,AmountSpent,ProductID,ProductCategory,ProductRating,PaymentMethod,IsReturned,DeliveryStatus,DeliveryTimeDays,DeliveryFee,FeedbackScore,ReviewLength,CustomerSatisfaction
3445,42,Other,City D,12445,2022-04-12 21:00:00,474.82,239,Clothing,3.5,Debit Card,0,Delivered,2,19.4,Positive,158,Dissatisfied
3446,53,Female,City D,12446,2022-04-12 22:00:00,182.84,109,Electronics,1.5,Credit Card,0,Delivered,6,19.98,Positive,395,Satisfied
3447,28,Male,City A,12447,2022-04-12 23:00:00,6.78,210,Toys,4.7,Bank Transfer,0,Delivered,4,15.67,Negative,378,Dissatisfied
3448,68,Other,City B,12448,2022-04-13 00:00:00,391.93,136,Beauty,2.2,PayPal,0,Delivered,8,10.74,Positive,263,Neutral
3449,32,Male,City C,12449,2022-04-13 01:00:00,351.14,180,Clothing,3.6,Debit Card,0,Pending,1,7.33,Neutral,282,Neutral
3450,21,Other,City D,12450,2022-04-13 02:00:00,68.64,195,Beauty,1.1,Bank Transfer,0,Pending,7,12.04,Positive,82,Satisfied
3451,38,Female,City D,12451,2022-04-13 03:00:00,492.53,154,Toys,2.8,Debit Card,0,Delivered,6,16.0,Neutral,368,Neutral
3452,30,Male,City D,12452,2022-04-13 04:00:00,305.99,231,Toys,4.9,Credit Card,0,Delivered,9,2.48,Positive,147,Satisfied
3453,39,Male,City B,12453,2022-04-13 05:00:00,252.89,322,Electronics,4.5,Bank Transfer,0,Delivered,4,6.82,Negative,258,Satisfied
3454,36,Other,City C,12454,2022-04-13 06:00:00,194.2,483,Beauty,1.9,Credit Card,0,Delivered,6,8.38,Neutral,471,Dissatisfied
3455,51,Male,City C,12455,2022-04-13 07:00:00,449.84,162,Toys,4.5,Credit Card,1,Delivered,7,16.04,Neutral,385,Neutral
3456,31,Other,City D,12456,2022-04-13 08:00:00,125.76,111,Home,2.2,PayPal,0,Pending,8,13.04,Positive,292,Neutral
3457,21,Female,City A,12457,2022-04-13 09:00:00,146.46,245,Toys,4.4,Bank Transfer,0,Pending,7,9.66,Positive,262,Dissatisfied
3458,65,Male,City D,12458,2022-04-13 10:00:00,65.59,363,Toys,3.9,Bank Transfer,0,Delivered,7,18.55,Negative,261,Satisfied
3459,69,Other,City D,12459,2022-04-13 11:00:00,380.76,131,Beauty,2.4,Bank Transfer,0,Delivered,6,11.69,Neutral,172,Dissatisfied
3460,63,Male,City A,12460,2022-04-13 12:00:00,299.8,148,Toys,4.6,Debit Card,0,Delivered,6,15.03,Positive,397,Neutral
3461,44,Other,City A,12461,2022-04-13 13:00:00,306.49,459,Clothing,2.9,Debit Card,0,Cancelled,1,13.8,Positive,78,Neutral
3462,46,Other,City D,12462,2022-04-13 14:00:00,113.14,286,Toys,2.3,Debit Card,0,Cancelled,9,17.45,Neutral,249,Neutral
3463,64,Other,City B,12463,2022-04-13 15:00:00,327.33,442,Home,2.1,Debit Card,0,Delivered,8,16.62,Negative,56,Dissatisfied
3464,45,Female,City B,12464,2022-04-13 16:00:00,383.9,198,Toys,4.8,Bank Transfer,0,Delivered,9,19.8,Neutral,93,Dissatisfied
3465,52,Male,City A,12465,2022-04-13 17:00:00,182.15,266,Electronics,4.0,Bank Transfer,0,Pending,1,8.83,Neutral,201,Satisfied
3466,25,Female,City D,12466,2022-04-13 18:00:00,401.67,405,Beauty,2.4,Debit Card,1,Delivered,6,4.97,Negative,127,Dissatisfied
3467,33,Other,City B,12467,2022-04-13 19:00:00,177.65,312,Home,2.0,PayPal,0,Delivered,6,15.68,Neutral,130,Neutral
3468,59,Other,City D,12468,2022-04-13 20:00:00,380.28,298,Clothing,1.8,Bank Transfer,0,Delivered,9,17.74,Neutral,483,Satisfied
3469,53,Female,City D,12469,2022-04-13 21:00:00,21.7,345,Toys,2.0,Debit Card,0,Delivered,2,2.98,Positive,269,Satisfied
3470,47,Female,City D,12470,2022-04-13 22:00:00,277.83,253,Toys,1.4,Credit Card,0,Delivered,1,7.99,Negative,31,Dissatisfied
3471,35,Male,City B,12471,2022-04-13 23:00:00,484.92,195,Clothing,2.9,PayPal,0,Delivered,2,16.53,Negative,420,Dissatisfied
3472,19,Other,City C,12472,2022-04-14 00:00:00,490.72,162,Toys,1.2,Bank Transfer,0,Pending,6,14.3,Negative,284,Satisfied
3473,66,Female,City D,12473,2022-04-14 01:00:00,144.47,293,Electronics,1.0,PayPal,0,Delivered,7,15.6,Positive,307,Satisfied
3474,30,Other,City B,12474,2022-04-14 02:00:00,223.49,421,Home,3.5,Debit Card,0,Delivered,7,11.78,Negative,258,Neutral
3475,21,Other,City C,12475,2022-04-14 03:00:00,36.17,458,Toys,1.4,Credit Card,0,Delivered,3,8.87,Neutral,101,Satisfied
3476,43,Male,City A,12476,2022-04-14 04:00:00,437.3,401,Clothing,4.4,Credit Card,0,Delivered,4,16.61,Neutral,460,Satisfied
3477,42,Male,City B,12477,2022-04-14 05:00:00,286.44,498,Clothing,1.4,Debit Card,0,Delivered,3,11.98,Neutral,491,Dissatisfied
3478,47,Male,City C,12478,2022-04-14 06:00:00,195.62,371,Home,3.2,PayPal,0,Delivered,9,11.27,Negative,411,Satisfied
3479,28,Female,City B,12479,2022-04-14 07:00:00,60.82,475,Electronics,3.7,Bank Transfer,0,Delivered,3,15.23,Negative,126,Neutral
3480,24,Other,City C,12480,2022-04-14 08:00:00,473.65,189,Home,1.9,Debit Card,0,Delivered,6,5.44,Negative,180,Dissatisfied
3481,48,Female,City C,12481,2022-04-14 09:00:00,267.46,427,Toys,4.6,PayPal,0,Delivered,6,12.55,Positive,415,Dissatisfied
3482,61,Female,City B,12482,2022-04-14 10:00:00,145.05,371,Electronics,2.9,Debit Card,0,Delivered,5,7.48,Positive,181,Dissatisfied
3483,27,Male,City A,12483,2022-04-14 11:00:00,178.36,184,Electronics,2.3,Credit Card,0,Delivered,5,2.39,Neutral,214,Dissatisfied
3484,56,Other,City D,12484,2022-04-14 12:00:00,139.0,394,Clothing,4.6,Bank Transfer,0,Delivered,8,15.48,Neutral,455,Dissatisfied
3485,30,Other,City C,12485,2022-04-14 13:00:00,302.9,494,Electronics,4.4,Debit Card,0,Delivered,9,10.54,Negative,148,Neutral
3486,48,Male,City D,12486,2022-04-14 14:00:00,465.33,135,Toys,3.8,Credit Card,0,Delivered,8,18.26,Negative,432,Dissatisfied
3487,24,Other,City A,12487,2022-04-14 15:00:00,429.06,117,Toys,2.2,Debit Card,0,Delivered,8,11.0,Negative,152,Dissatisfied
3488,66,Male,City D,12488,2022-04-14 16:00:00,232.89,176,Toys,2.6,Credit Card,0,Delivered,3,2.18,Positive,57,Neutral
3489,59,Female,City D,12489,2022-04-14 17:00:00,414.12,148,Beauty,3.8,Credit Card,0,Delivered,6,9.36,Neutral,40,Satisfied
3490,59,Female,City B,12490,2022-04-14 18:00:00,214.44,458,Electronics,1.7,Bank Transfer,0,Delivered,9,5.08,Neutral,78,Neutral
3491,53,Male,City B,12491,2022-04-14 19:00:00,129.89,335,Electronics,3.0,Credit Card,0,Cancelled,5,18.58,Positive,395,Neutral
3492,37,Female,City A,12492,2022-04-14 20:00:00,491.79,143,Toys,4.0,Bank Transfer,0,Cancelled,4,10.02,Negative,113,Neutral
3493,21,Female,City B,12493,2022-04-14 21:00:00,155.42,208,Clothing,3.6,Bank Transfer,0,Delivered,9,11.19,Negative,295,Neutral
3494,24,Male,City C,12494,2022-04-14 22:00:00,165.24,228,Electronics,3.9,Credit Card,0,Delivered,5,8.58,Negative,370,Neutral
3495,18,Female,City A,12495,2022-04-14 23:00:00,494.9,106,Beauty,4.6,Credit Card,0,Delivered,6,11.4,Neutral,491,Dissatisfied
3496,61,Other,City B,12496,2022-04-15 00:00:00,71.29,403,Electronics,4.9,Bank Transfer,0,Delivered,7,3.49,Neutral,62,Dissatisfied
3497,62,Female,City B,12497,2022-04-15 01:00:00,381.46,211,Home,2.8,Debit Card,0,Delivered,8,10.26,Negative,251,Dissatisfied
3498,59,Male,City A,12498,2022-04-15 02:00:00,468.23,312,Beauty,1.2,Debit Card,0,Cancelled,3,13.94,Positive,337,Satisfied
3499,64,Other,City C,12499,2022-04-15 03:00:00,258.34,499,Clothing,4.3,Debit Card,0,Delivered,1,8.7,Negative,440,Neutral
3500,30,Other,City A,12500,2022-04-15 04:00:00,6.25,403,Beauty,1.5,PayPal,0,Delivered,5,9.07,Positive,277,Satisfied
3501,39,Female,City B,12501,2022-04-15 05:00:00,190.65,406,Beauty,1.9,Credit Card,0,Pending,9,17.07,Neutral,466,Dissatisfied
3502,38,Other,City B,12502,2022-04-15 06:00:00,60.23,462,Electronics,3.6,Bank Transfer,0,Delivered,9,11.66,Neutral,349,Dissatisfied
3503,39,Male,City A,12503,2022-04-15 07:00:00,211.01,165,Beauty,4.0,PayPal,0,Delivered,4,12.58,Neutral,318,Neutral
3504,45,Other,City C,12504,2022-04-15 08:00:00,396.06,130,Toys,3.8,Credit Card,0,Delivered,3,7.34,Neutral,305,Dissatisfied
3505,26,Female,City C,12505,2022-04-15 09:00:00,222.16,394,Beauty,2.8,Bank Transfer,0,Delivered,5,10.69,Negative,186,Neutral
3506,43,Female,City D,12506,2022-04-15 10:00:00,218.8,364,Electronics,4.7,Credit Card,0,Delivered,2,2.97,Neutral,213,Neutral
3507,26,Other,City C,12507,2022-04-15 11:00:00,280.61,396,Toys,4.3,Debit Card,1,Delivered,2,9.75,Positive,22,Neutral
3508,32,Male,City A,12508,2022-04-15 12:00:00,292.94,418,Clothing,3.7,PayPal,0,Delivered,6,16.45,Negative,223,Dissatisfied
3509,27,Male,City C,12509,2022-04-15 13:00:00,428.87,113,Home,2.8,Bank Transfer,0,Delivered,5,4.91,Negative,118,Neutral
3510,41,Female,City C,12510,2022-04-15 14:00:00,157.64,157,Beauty,2.9,Credit Card,0,Delivered,9,15.76,Negative,148,Satisfied
3511,59,Female,City D,12511,2022-04-15 15:00:00,411.73,443,Toys,1.7,Bank Transfer,0,Delivered,4,8.74,Negative,148,Neutral
3512,25,Male,City C,12512,2022-04-15 16:00:00,285.14,341,Toys,4.1,Bank Transfer,0,Delivered,1,2.49,Positive,304,Neutral
3513,41,Other,City D,12513,2022-04-15 17:00:00,153.76,452,Clothing,4.5,Bank Transfer,0,Delivered,6,19.16,Neutral,247,Neutral
3514,33,Other,City D,12514,2022-04-15 18:00:00,151.09,347,Clothing,4.3,Debit Card,0,Delivered,8,5.26,Positive,284,Dissatisfied
3515,66,Other,City C,12515,2022-04-15 19:00:00,183.76,197,Home,3.2,Bank Transfer,0,Cancelled,7,8.03,Negative,392,Satisfied
3516,43,Other,City B,12516,2022-04-15 20:00:00,313.23,487,Home,4.4,PayPal,0,Delivered,3,10.65,Positive,159,Satisfied
3517,44,Male,City A,12517,2022-04-15 21:00:00,119.25,261,Electronics,4.2,PayPal,0,Pending,4,19.09,Positive,332,Neutral
3518,54,Female,City A,12518,2022-04-15 22:00:00,460.57,487,Home,4.3,Credit Card,0,Delivered,5,12.46,Negative,415,Neutral
3519,21,Female,City C,12519,2022-04-15 23:00:00,289.58,346,Home,4.9,Credit Card,0,Delivered,3,18.3,Positive,477,Neutral
3520,67,Other,City A,12520,2022-04-16 00:00:00,460.41,425,Toys,4.2,Bank Transfer,0,Pending,8,12.16,Negative,425,Satisfied
3521,41,Male,City A,12521,2022-04-16 01:00:00,27.97,441,Beauty,2.1,Debit Card,0,Delivered,9,5.7,Neutral,249,Satisfied
3522,36,Male,City D,12522,2022-04-16 02:00:00,174.59,103,Beauty,4.3,PayPal,0,Delivered,7,12.16,Neutral,358,Dissatisfied
3523,53,Other,City B,12523,2022-04-16 03:00:00,16.29,405,Home,2.5,Bank Transfer,0,Pending,8,3.81,Negative,382,Dissatisfied
3524,56,Other,City A,12524,2022-04-16 04:00:00,139.76,360,Electronics,3.1,PayPal,0,Delivered,2,4.11,Positive,480,Satisfied
3525,27,Other,City B,12525,2022-04-16 05:00:00,431.69,430,Electronics,4.2,Credit Card,0,Delivered,3,4.08,Positive,135,Satisfied
3526,42,Female,City A,12526,2022-04-16 06:00:00,23.12,144,Beauty,2.3,Debit Card,0,Delivered,4,2.22,Negative,442,Neutral
3527,35,Other,City B,12527,2022-04-16 07:00:00,220.89,310,Clothing,1.1,PayPal,0,Pending,2,4.72,Negative,359,Satisfied
3528,36,Female,City B,12528,2022-04-16 08:00:00,63.2,343,Toys,3.9,Credit Card,0,Delivered,3,8.35,Negative,453,Neutral
3529,53,Male,City A,12529,2022-04-16 09:00:00,211.34,302,Home,4.6,PayPal,0,Delivered,8,3.3,Neutral,247,Neutral
3530,27,Male,City D,12530,2022-04-16 10:00:00,420.23,302,Toys,4.7,Bank Transfer,0,Delivered,7,2.11,Negative,129,Satisfied
3531,50,Female,City B,12531,2022-04-16 11:00:00,313.42,472,Home,4.2,PayPal,0,Delivered,6,4.02,Positive,463,Dissatisfied
3532,67,Female,City B,12532,2022-04-16 12:00:00,369.69,126,Home,4.7,PayPal,0,Delivered,6,18.85,Negative,439,Dissatisfied
3533,22,Female,City A,12533,2022-04-16 13:00:00,177.81,485,Beauty,4.3,Bank Transfer,0,Delivered,2,11.46,Negative,365,Neutral
3534,64,Female,City B,12534,2022-04-16 14:00:00,472.48,217,Toys,1.1,Debit Card,0,Delivered,8,9.83,Positive,491,Satisfied
3535,66,Other,City B,12535,2022-04-16 15:00:00,356.08,325,Toys,2.4,Debit Card,0,Delivered,6,10.77,Positive,465,Dissatisfied
3536,52,Male,City D,12536,2022-04-16 16:00:00,213.79,459,Clothing,2.3,Bank Transfer,0,Delivered,5,11.99,Positive,98,Neutral
3537,61,Other,City B,12537,2022-04-16 17:00:00,216.1,304,Clothing,1.9,Debit Card,0,Pending,5,3.94,Negative,333,Neutral
3538,51,Female,City D,12538,2022-04-16 18:00:00,459.75,346,Toys,4.2,Debit Card,0,Pending,2,12.53,Neutral,77,Satisfied
3539,50,Other,City B,12539,2022-04-16 19:00:00,290.32,148,Clothing,3.1,Bank Transfer,0,Delivered,2,17.02,Negative,187,Satisfied
3540,38,Other,City B,12540,2022-04-16 20:00:00,354.66,465,Clothing,4.3,PayPal,0,Delivered,7,12.09,Neutral,63,Satisfied
3541,34,Male,City D,12541,2022-04-16 21:00:00,211.43,352,Home,3.4,Debit Card,0,Pending,5,17.89,Positive,399,Neutral
3542,39,Other,City D,12542,2022-04-16 22:00:00,115.73,177,Beauty,3.4,Credit Card,0,Delivered,7,4.49,Negative,118,Dissatisfied
3543,65,Male,City C,12543,2022-04-16 23:00:00,363.16,356,Home,2.5,Credit Card,0,Delivered,8,16.87,Positive,487,Dissatisfied
3544,54,Female,City B,12544,2022-04-17 00:00:00,305.87,219,Clothing,4.2,Bank Transfer,0,Cancelled,4,13.93,Positive,338,Dissatisfied
3545,32,Other,City D,12545,2022-04-17 01:00:00,253.16,134,Home,3.7,Credit Card,0,Delivered,5,12.87,Negative,170,Neutral
3546,52,Female,City B,12546,2022-04-17 02:00:00,313.89,411,Home,2.4,Credit Card,0,Delivered,1,12.6,Positive,296,Neutral
3547,45,Male,City B,12547,2022-04-17 03:00:00,108.1,242,Electronics,5.0,Bank Transfer,0,Delivered,6,4.14,Negative,163,Satisfied
3548,24,Female,City B,12548,2022-04-17 04:00:00,398.0,296,Home,2.9,Credit Card,0,Delivered,1,13.55,Positive,373,Satisfied
3549,49,Female,City A,12549,2022-04-17 05:00:00,474.34,359,Home,2.3,Credit Card,1,Pending,3,9.18,Negative,87,Neutral
3550,28,Male,City C,12550,2022-04-17 06:00:00,446.1,465,Beauty,3.8,PayPal,0,Delivered,3,3.14,Negative,27,Neutral
3551,27,Female,City A,12551,2022-04-17 07:00:00,164.11,183,Toys,1.9,Bank Transfer,0,Pending,7,5.69,Negative,321,Satisfied
3552,26,Female,City C,12552,2022-04-17 08:00:00,205.97,291,Electronics,4.3,Debit Card,0,Delivered,2,9.97,Positive,421,Dissatisfied
3553,31,Female,City B,12553,2022-04-17 09:00:00,405.16,121,Electronics,3.7,Bank Transfer,0,Pending,9,19.87,Negative,426,Dissatisfied
3554,30,Other,City B,12554,2022-04-17 10:00:00,299.58,123,Electronics,4.5,Credit Card,0,Delivered,4,9.75,Positive,357,Dissatisfied
3555,42,Female,City D,12555,2022-04-17 11:00:00,276.22,174,Electronics,2.3,Credit Card,0,Pending,6,4.7,Positive,56,Satisfied
3556,19,Male,City C,12556,2022-04-17 12:00:00,463.69,465,Beauty,4.4,Debit Card,0,Delivered,6,18.23,Positive,83,Dissatisfied
3557,52,Other,City C,12557,2022-04-17 13:00:00,270.33,233,Toys,3.0,Debit Card,0,Delivered,2,2.63,Negative,99,Neutral
3558,24,Other,City A,12558,2022-04-17 14:00:00,259.89,493,Beauty,1.2,PayPal,0,Delivered,4,4.28,Negative,237,Neutral
3559,38,Male,City C,12559,2022-04-17 15:00:00,25.8,266,Electronics,1.8,Credit Card,0,Delivered,2,10.53,Positive,237,Satisfied
3560,35,Female,City B,12560,2022-04-17 16:00:00,39.36,209,Toys,1.9,Credit Card,0,Delivered,1,3.67,Negative,101,Dissatisfied
3561,20,Other,City D,12561,2022-04-17 17:00:00,8.67,189,Beauty,4.1,Credit Card,0,Delivered,7,12.29,Positive,198,Neutral
3562,59,Other,City A,12562,2022-04-17 18:00:00,457.06,136,Toys,1.8,PayPal,0,Delivered,5,4.84,Positive,310,Satisfied
3563,56,Other,City D,12563,2022-04-17 19:00:00,207.15,409,Beauty,3.2,Bank Transfer,0,Delivered,5,13.72,Positive,39,Dissatisfied
3564,58,Female,City C,12564,2022-04-17 20:00:00,236.94,150,Toys,3.6,Debit Card,0,Delivered,3,4.12,Neutral,142,Neutral
3565,66,Other,City C,12565,2022-04-17 21:00:00,423.47,159,Beauty,4.1,PayPal,0,Delivered,1,16.58,Positive,295,Dissatisfied
3566,28,Male,City A,12566,2022-04-17 22:00:00,306.58,171,Electronics,4.1,PayPal,0,Delivered,3,15.21,Negative,435,Satisfied
3567,56,Female,City C,12567,2022-04-17 23:00:00,306.7,227,Electronics,3.9,Credit Card,0,Delivered,9,18.66,Positive,94,Neutral
3568,41,Male,City D,12568,2022-04-18 00:00:00,151.78,406,Electronics,1.9,Debit Card,0,Delivered,4,3.23,Neutral,82,Satisfied
3569,63,Male,City B,12569,2022-04-18 01:00:00,417.78,161,Beauty,3.2,Bank Transfer,1,Delivered,5,12.0,Neutral,96,Neutral
3570,36,Other,City A,12570,2022-04-18 02:00:00,87.09,404,Toys,2.2,Credit Card,0,Delivered,6,14.76,Neutral,373,Neutral
3571,21,Other,City C,12571,2022-04-18 03:00:00,31.31,278,Toys,4.1,PayPal,0,Delivered,9,18.25,Positive,288,Neutral
3572,43,Other,City D,12572,2022-04-18 04:00:00,99.84,127,Clothing,4.0,PayPal,0,Delivered,5,10.68,Negative,495,Dissatisfied
3573,55,Male,City B,12573,2022-04-18 05:00:00,137.53,339,Home,1.9,Debit Card,0,Delivered,7,19.12,Neutral,346,Satisfied
3574,59,Female,City C,12574,2022-04-18 06:00:00,144.74,331,Electronics,3.6,Debit Card,0,Delivered,9,4.2,Positive,372,Satisfied
3575,49,Other,City A,12575,2022-04-18 07:00:00,336.9,252,Electronics,1.2,Debit Card,0,Delivered,1,9.8,Negative,105,Dissatisfied
3576,56,Other,City C,12576,2022-04-18 08:00:00,112.82,432,Electronics,4.1,Credit Card,0,Delivered,2,6.56,Positive,174,Satisfied
3577,62,Male,City C,12577,2022-04-18 09:00:00,339.95,106,Clothing,4.1,PayPal,0,Delivered,5,4.8,Neutral,370,Dissatisfied
3578,63,Female,City C,12578,2022-04-18 10:00:00,50.11,164,Clothing,2.4,Debit Card,0,Delivered,5,7.16,Negative,443,Neutral
3579,53,Male,City B,12579,2022-04-18 11:00:00,77.87,222,Clothing,4.2,Bank Transfer,0,Delivered,9,13.96,Negative,473,Dissatisfied
3580,57,Other,City B,12580,2022-04-18 12:00:00,256.87,135,Electronics,4.4,Debit Card,0,Delivered,7,10.7,Negative,334,Dissatisfied
3581,54,Male,City C,12581,2022-04-18 13:00:00,461.34,337,Toys,1.8,Debit Card,0,Delivered,9,5.27,Neutral,432,Dissatisfied
3582,50,Other,City C,12582,2022-04-18 14:00:00,430.49,172,Electronics,2.4,Credit Card,0,Delivered,7,2.57,Negative,433,Neutral
3583,53,Female,City A,12583,2022-04-18 15:00:00,484.53,129,Clothing,2.0,Credit Card,0,Delivered,6,18.62,Negative,234,Neutral
3584,20,Male,City C,12584,2022-04-18 16:00:00,326.99,326,Clothing,2.5,Credit Card,0,Cancelled,6,7.65,Negative,310,Dissatisfied
3585,26,Other,City D,12585,2022-04-18 17:00:00,339.53,402,Home,2.8,Credit Card,0,Delivered,1,4.3,Positive,371,Neutral
3586,25,Other,City D,12586,2022-04-18 18:00:00,314.39,446,Beauty,3.0,Debit Card,0,Delivered,7,4.63,Negative,202,Neutral
3587,50,Other,City A,12587,2022-04-18 19:00:00,313.3,384,Home,1.1,PayPal,0,Delivered,4,6.56,Positive,344,Neutral
3588,23,Other,City B,12588,2022-04-18 20:00:00,77.82,104,Home,1.2,Bank Transfer,1,Delivered,3,6.15,Negative,278,Neutral
3589,58,Male,City C,12589,2022-04-18 21:00:00,274.15,164,Electronics,3.6,Bank Transfer,0,Delivered,1,7.03,Negative,189,Dissatisfied
3590,56,Other,City A,12590,2022-04-18 22:00:00,196.1,334,Beauty,2.8,PayPal,0,Delivered,7,6.06,Positive,314,Neutral
3591,21,Male,City B,12591,2022-04-18 23:00:00,224.06,214,Beauty,1.4,Bank Transfer,0,Delivered,9,9.75,Negative,319,Satisfied
3592,30,Other,City A,12592,2022-04-19 00:00:00,264.18,418,Electronics,2.5,Debit Card,0,Cancelled,1,15.78,Positive,390,Satisfied
3593,66,Male,City B,12593,2022-04-19 01:00:00,68.56,345,Toys,2.9,PayPal,0,Delivered,2,2.49,Neutral,226,Dissatisfied
3594,19,Male,City C,12594,2022-04-19 02:00:00,182.95,448,Electronics,3.5,Credit Card,0,Delivered,4,5.43,Positive,213,Neutral
3595,22,Other,City A,12595,2022-04-19 03:00:00,36.41,116,Toys,1.5,Credit Card,0,Delivered,9,14.82,Neutral,202,Neutral
3596,61,Other,City C,12596,2022-04-19 04:00:00,489.94,482,Toys,5.0,Credit Card,0,Delivered,8,4.68,Negative,50,Satisfied
3597,44,Other,City A,12597,2022-04-19 05:00:00,63.67,406,Beauty,2.9,Debit Card,0,Delivered,1,15.34,Positive,180,Neutral
3598,49,Other,City B,12598,2022-04-19 06:00:00,132.97,468,Electronics,3.7,Credit Card,0,Delivered,4,11.27,Neutral,161,Dissatisfied
3599,38,Female,City A,12599,2022-04-19 07:00:00,446.19,136,Electronics,4.6,Credit Card,0,Delivered,9,17.87,Positive,241,Satisfied
3600,25,Other,City D,12600,2022-04-19 08:00:00,243.94,443,Beauty,1.1,Credit Card,0,Delivered,2,2.18,Positive,117,Dissatisfied
3601,55,Other,City D,12601,2022-04-19 09:00:00,72.14,471,Home,3.4,Bank Transfer,0,Delivered,2,16.12,Positive,258,Satisfied
3602,25,Other,City A,12602,2022-04-19 10:00:00,195.19,480,Electronics,3.2,PayPal,0,Delivered,6,12.3,Neutral,452,Dissatisfied
3603,67,Male,City D,12603,2022-04-19 11:00:00,62.35,318,Clothing,1.2,Bank Transfer,1,Pending,6,10.44,Neutral,48,Dissatisfied
3604,20,Other,City C,12604,2022-04-19 12:00:00,104.11,236,Clothing,3.8,Debit Card,0,Delivered,6,4.62,Neutral,27,Neutral
3605,61,Male,City D,12605,2022-04-19 13:00:00,30.75,345,Electronics,1.9,Debit Card,0,Delivered,1,6.21,Negative,352,Neutral
3606,20,Male,City D,12606,2022-04-19 14:00:00,221.92,137,Toys,3.8,Debit Card,0,Delivered,9,16.15,Positive,68,Neutral
3607,39,Male,City C,12607,2022-04-19 15:00:00,404.28,350,Beauty,2.5,Bank Transfer,0,Delivered,2,4.68,Negative,163,Neutral
3608,23,Male,City C,12608,2022-04-19 16:00:00,295.05,152,Toys,4.1,PayPal,0,Pending,7,11.49,Neutral,108,Neutral
3609,19,Female,City B,12609,2022-04-19 17:00:00,305.14,496,Clothing,4.8,Credit Card,0,Delivered,1,5.74,Negative,463,Satisfied
3610,40,Other,City C,12610,2022-04-19 18:00:00,104.29,445,Clothing,4.4,Debit Card,0,Delivered,1,10.81,Neutral,187,Dissatisfied
3611,61,Male,City A,12611,2022-04-19 19:00:00,175.23,408,Beauty,2.9,Debit Card,0,Delivered,9,6.59,Negative,436,Dissatisfied
3612,19,Other,City D,12612,2022-04-19 20:00:00,423.39,302,Clothing,1.9,Bank Transfer,0,Delivered,7,8.32,Positive,22,Neutral
3613,55,Male,City B,12613,2022-04-19 21:00:00,48.49,474,Home,5.0,Credit Card,0,Cancelled,5,16.44,Positive,32,Dissatisfied
3614,34,Female,City C,12614,2022-04-19 22:00:00,429.68,474,Clothing,3.6,Credit Card,0,Delivered,3,2.67,Positive,249,Dissatisfied
3615,52,Male,City D,12615,2022-04-19 23:00:00,244.43,148,Toys,2.6,Bank Transfer,1,Delivered,8,18.64,Positive,449,Neutral
3616,51,Other,City A,12616,2022-04-20 00:00:00,419.39,221,Toys,2.9,Bank Transfer,0,Delivered,1,7.75,Neutral,224,Dissatisfied
3617,40,Other,City A,12617,2022-04-20 01:00:00,162.41,425,Home,1.5,Bank Transfer,0,Delivered,8,12.73,Positive,45,Dissatisfied
3618,47,Female,City B,12618,2022-04-20 02:00:00,172.73,115,Toys,3.0,PayPal,0,Delivered,4,5.99,Negative,181,Dissatisfied
3619,69,Other,City A,12619,2022-04-20 03:00:00,377.04,368,Toys,1.7,Debit Card,0,Delivered,2,8.46,Positive,158,Dissatisfied
3620,25,Other,City D,12620,2022-04-20 04:00:00,393.57,335,Toys,2.5,Debit Card,0,Delivered,7,10.27,Negative,308,Dissatisfied
3621,39,Male,City C,12621,2022-04-20 05:00:00,118.67,220,Electronics,3.0,Debit Card,0,Delivered,4,14.4,Negative,232,Neutral
3622,61,Other,City A,12622,2022-04-20 06:00:00,486.57,238,Home,4.8,PayPal,0,Delivered,4,17.72,Neutral,362,Neutral
3623,53,Male,City C,12623,2022-04-20 07:00:00,46.82,186,Home,3.5,Bank Transfer,0,Delivered,6,17.59,Neutral,443,Dissatisfied
3624,22,Female,City D,12624,2022-04-20 08:00:00,38.91,229,Clothing,2.5,Debit Card,0,Delivered,2,8.07,Negative,232,Neutral
3625,30,Other,City D,12625,2022-04-20 09:00:00,299.77,351,Home,1.5,Debit Card,0,Delivered,5,3.6,Neutral,314,Neutral
3626,46,Male,City C,12626,2022-04-20 10:00:00,362.76,449,Beauty,4.0,Debit Card,0,Delivered,9,18.65,Neutral,193,Neutral
3627,48,Other,City D,12627,2022-04-20 11:00:00,480.64,374,Home,2.9,PayPal,0,Delivered,3,2.55,Neutral,229,Neutral
3628,64,Male,City B,12628,2022-04-20 12:00:00,205.45,459,Beauty,1.3,Bank Transfer,0,Delivered,4,17.86,Neutral,478,Neutral
3629,33,Female,City A,12629,2022-04-20 13:00:00,17.52,400,Toys,3.6,Debit Card,0,Delivered,3,2.46,Positive,484,Dissatisfied
3630,59,Male,City B,12630,2022-04-20 14:00:00,303.43,146,Beauty,2.4,Debit Card,0,Delivered,7,19.58,Positive,388,Neutral
3631,47,Other,City B,12631,2022-04-20 15:00:00,148.4,178,Electronics,2.6,PayPal,0,Delivered,3,2.2,Negative,61,Neutral
3632,33,Male,City B,12632,2022-04-20 16:00:00,219.31,397,Toys,4.4,Bank Transfer,0,Pending,7,2.31,Negative,148,Satisfied
3633,29,Other,City C,12633,2022-04-20 17:00:00,246.79,463,Beauty,1.5,Bank Transfer,0,Delivered,5,11.16,Negative,342,Neutral
